timestamp,kalshi_slug,poly_slug,chainlink_price,cf_price,price_diff,kalshi_target_price,poly_target_price,kalshi_resolution,poly_resolution,time_remaining,time_progress,kalshi_error,poly_error,oracle_gap,oracle_gap_abs,market_gap,abs_kalshi_error,abs_poly_error,abs_oracle_gap,abs_market_gap,same_direction,rel_kalshi_error,rel_poly_error,relative_disagreement,matching
2026-04-28T17:59:13.942466-04:00,KXBTC15M-26APR281800-00,btc-updown-15m-1777412700,76378.74,76366.48,12.260000000009311,76315.52,76314.15374,1,1,46.057534,853.942466,-50.95999999999185,-64.58626000001095,-12.260000000009313,12.260000000009313,1.3662600000097882,50.95999999999185,64.58626000001095,12.260000000009313,1.3662600000097882,1,-0.0006673084840363449,-0.000845605203751868,13.626260000019101,1
2026-04-28T17:59:37.383190-04:00,KXBTC15M-26APR281800-00,btc-updown-15m-1777412700,76375.82,76349.23,26.59000000001106,76315.52,76314.15374,1,1,22.61681,877.38319,-33.70999999999185,-61.6662600000127,-26.59000000001106,26.59000000001106,1.3662600000097882,33.70999999999185,61.6662600000127,26.59000000001106,1.3662600000097882,1,-0.00044152377175240475,-0.0008074055375119075,27.956260000020848,1
2026-04-28T18:00:00.651715-04:00,KXBTC15M-26APR281815-15,btc-updown-15m-1777413600,76344.84,76373.87,29.02999999999884,76357.19,76353.46898725053,0,1,899.348285,0.6517149999999674,-16.679999999993015,8.628987250529462,29.029999999998836,29.029999999998836,3.7210127494763583,16.679999999993015,8.628987250529462,29.029999999998836,3.7210127494763583,0,-0.00021839930332184313,0.00011302646322304773,25.308987250522478,0
2026-04-28T18:00:24.877709-04:00,KXBTC15M-26APR281815-15,btc-updown-15m-1777413600,76350.06,76384.17,34.11000000000058,76357.19,76353.46898725053,0,1,875.122291,24.87770899999998,-26.979999999995925,3.4089872505282983,34.11000000000058,34.11000000000058,3.7210127494763583,26.979999999995925,3.4089872505282983,34.11000000000058,3.7210127494763583,0,-0.00035321454694075915,4.464943774148047e-05,30.388987250524224,0
2026-04-28T18:00:48.273372-04:00,KXBTC15M-26APR281815-15,btc-updown-15m-1777413600,76349.66,76362.86,13.19999999999709,76357.19,76353.46898725053,0,1,851.726628,48.273371999999995,-5.669999999998254,3.8089872505224776,13.19999999999709,13.19999999999709,3.7210127494763583,5.669999999998254,3.8089872505224776,13.19999999999709,3.7210127494763583,0,-7.425075488265178e-05,4.988872577196123e-05,9.478987250520731,0
2026-04-28T18:01:34.856405-04:00,KXBTC15M-26APR281815-15,btc-updown-15m-1777413600,76368.34,76367.77,0.569999999992433,76357.19,76353.46898725053,0,1,805.143595,94.856405,-10.580000000001746,-14.871012749470538,-0.569999999992433,0.569999999992433,3.7210127494763583,10.580000000001746,14.871012749470538,0.569999999992433,3.7210127494763583,1,-0.00013854011973901746,-0.00019472745838747493,4.291012749468791,0
2026-04-28T18:02:45.274765-04:00,KXBTC15M-26APR281815-15,btc-updown-15m-1777413600,76365.47,76348.15,17.320000000006985,76357.19,76353.46898725053,0,1,734.725235,165.274765,9.040000000008149,-12.001012749475194,-17.320000000006985,17.320000000006985,3.7210127494763583,9.040000000008149,12.001012749475194,17.320000000006985,3.7210127494763583,0,0.00011840496462596866,-0.0001571523458112049,21.041012749483343,0
2026-04-28T18:03:09.104445-04:00,KXBTC15M-26APR281815-15,btc-updown-15m-1777413600,76362.83,76364.05,1.2200000000011642,76357.19,76353.46898725053,0,1,710.895555,189.10444500000006,-6.860000000000582,-9.361012749475776,1.2200000000011642,1.2200000000011642,3.7210127494763583,6.860000000000582,9.361012749475776,1.2200000000011642,3.7210127494763583,1,-8.983284673875445e-05,-0.0001225859852165743,2.501012749475194,0
2026-04-28T18:04:19.012026-04:00,KXBTC15M-26APR281815-15,btc-updown-15m-1777413600,76368.84,76394.21,25.37000000000989,76357.19,76353.46898725053,0,1,640.987974,259.012026,-37.020000000004075,-15.371012749470538,25.370000000009895,25.370000000009895,3.7210127494763583,37.020000000004075,15.371012749470538,25.370000000009895,3.7210127494763583,1,-0.0004845916987688474,-0.00020127335637768674,21.648987250533537,0
2026-04-28T18:05:31.107036-04:00,KXBTC15M-26APR281815-15,btc-updown-15m-1777413600,76394.46,76418.98,24.519999999989523,76357.19,76353.46898725053,0,1,568.892964,331.107036,-61.7899999999936,-40.99101274948043,24.519999999989523,24.519999999989523,3.7210127494763583,61.7899999999936,40.99101274948043,24.519999999989523,3.7210127494763583,1,-0.0008085687613207295,-0.0005365704888741988,20.798987250513164,0
2026-04-28T18:06:17.550780-04:00,KXBTC15M-26APR281815-15,btc-updown-15m-1777413600,76398.62,76404.55,5.930000000007567,76357.19,76353.46898725053,0,1,522.44922,377.55078000000003,-47.36000000000058,-45.15101274946937,5.930000000007567,5.930000000007567,3.7210127494763583,47.36000000000058,45.15101274946937,5.930000000007567,3.7210127494763583,1,-0.0006198583723089865,-0.0005909925172662723,2.2089872505312087,0
2026-04-28T18:06:41.064671-04:00,KXBTC15M-26APR281815-15,btc-updown-15m-1777413600,76420.73,76405.53,15.19999999999709,76357.19,76353.46898725053,0,1,498.935329,401.064671,-48.33999999999651,-67.26101274946996,-15.19999999999709,15.19999999999709,3.7210127494763583,48.33999999999651,67.26101274946996,15.19999999999709,3.7210127494763583,1,-0.0006326767185568441,-0.000880140934920014,18.921012749473448,0
